country,year,population,real_gdp,real_gdp_pc,vsl,le,hle,wtp_s,wtp_h,wtp,wtp_pc
European Union,2005,497.4,12269.6,24.666,4.341,78.38,67.81,8.362,0.686,9.048,18.19
European Union,2006,499.4,12698.3,25.428,4.475,78.67,68.04,5.965,0.895,6.861,13.738
European Union,2007,501.3,13098.9,26.129,4.598,78.88,68.21,6.388,0.966,7.354,14.669
European Union,2008,503.2,13182.9,26.199,4.61,79.1,68.39,7.206,0.867,8.072,16.042
European Union,2009,504.9,12609.7,24.975,4.395,79.35,68.59,8.293,0.526,8.82,17.468
European Union,2010,506.4,12893.3,25.463,4.481,79.64,68.82,7.23,0.11,7.34,14.495
European Union,2011,507.6,13132.8,25.874,4.553,79.9,69.02,4.086,-0.049,4.037,7.954
European Union,2012,508.6,13040.0,25.637,4.512,80.06,69.14,6.516,-0.089,6.427,12.636
European Union,2013,509.6,13035.9,25.58,4.501,80.28,69.31,6.315,-0.033,6.282,12.327
European Union,2014,510.6,13241.3,25.931,4.563,80.49,69.46,-0.95,-0.199,-1.149,-2.25
European Union,2015,511.6,13547.2,26.479,4.66,80.47,69.46,5.881,-0.114,5.767,11.273
European Union,2016,512.6,13819.3,26.96,4.744,80.65,69.58,2.623,-0.389,2.234,4.358
European Union,2017,513.6,14208.1,27.664,4.868,80.76,69.64,0.394,-0.895,-0.501,-0.975
European Union,2018,514.3,14501.6,28.196,4.962,80.78,69.65,1.201,-1.516,-0.315,-0.613
European Union,2019,514.7,14765.4,28.687,5.048,80.83,69.65,0.0,0.0,0.0,0.0
France,1990,57.8,1660.4,28.742,5.058,76.85,66.69,0.694,0.288,0.982,16.998
France,1991,58.0,1677.8,28.934,5.092,77.01,66.85,0.85,0.264,1.114,19.219
France,1992,58.2,1704.7,29.304,5.157,77.27,67.09,0.564,0.207,0.771,13.252
France,1993,58.3,1693.9,29.044,5.111,77.47,67.27,0.914,0.164,1.078,18.477
France,1994,58.5,1733.9,29.652,5.218,77.75,67.51,0.321,0.173,0.495,8.46
France,1995,58.6,1770.4,30.187,5.312,77.94,67.7,0.622,-0.028,0.594,10.129
France,1996,58.8,1795.4,30.513,5.37,78.15,67.86,1.348,-0.029,1.32,22.426
France,1997,59.1,1837.4,31.112,5.475,78.49,68.12,0.119,-0.068,0.052,0.874
France,1998,59.3,1903.3,32.094,5.648,78.55,68.15,0.716,-0.02,0.696,11.737
France,1999,59.6,1968.4,33.029,5.812,78.72,68.28,1.253,0.068,1.321,22.158
France,2000,59.9,2045.7,34.126,6.005,78.97,68.47,0.814,0.05,0.864,14.407
France,2001,60.3,2086.3,34.584,6.086,79.13,68.6,0.678,0.056,0.734,12.17
France,2002,60.7,2109.9,34.751,6.115,79.32,68.75,0.869,-0.026,0.843,13.878
France,2003,61.1,2127.3,34.809,6.126,79.53,68.9,2.936,0.109,3.045,49.823
France,2004,61.5,2187.5,35.555,6.257,80.12,69.35,1.114,0.051,1.165,18.934
France,2005,61.9,2223.9,35.9,6.318,80.37,69.54,1.445,0.133,1.577,25.461
France,2006,62.4,2278.4,36.533,6.429,80.65,69.76,1.289,0.24,1.529,24.516
France,2007,62.8,2333.6,37.183,6.543,80.9,69.98,0.751,0.266,1.017,16.198
France,2008,63.1,2339.6,37.061,6.522,81.04,70.11,0.743,0.245,0.987,15.64
France,2009,63.5,2272.3,35.801,6.3,81.18,70.23,1.108,0.161,1.269,19.995
France,2010,63.8,2316.6,36.311,6.39,81.39,70.41,1.165,0.019,1.184,18.556
France,2011,64.1,2367.4,36.922,6.497,81.63,70.6,0.845,-0.085,0.76,11.847
France,2012,64.4,2374.8,36.858,6.486,81.81,70.73,1.346,-0.094,1.252,19.43
France,2013,64.7,2388.5,36.892,6.492,82.06,70.91,1.624,-0.071,1.554,23.996
France,2014,65.1,2411.4,37.067,6.523,82.37,71.14,-0.206,-0.031,-0.237,-3.648
France,2015,65.3,2438.2,37.316,6.567,82.32,71.1,1.651,0.11,1.761,26.952
France,2016,65.6,2464.9,37.579,6.613,82.64,71.34,0.079,0.037,0.116,1.773
France,2017,65.8,2521.4,38.306,6.741,82.68,71.37,0.301,-0.032,0.27,4.097
France,2018,66.0,2568.4,38.901,6.846,82.73,71.41,-0.3,-0.122,-0.422,-6.39
France,2019,66.2,2615.8,39.51,6.953,82.69,71.36,0.0,0.0,0.0,0.0
Germany,1990,79.9,2341.2,29.286,5.154,75.34,65.5,1.207,-0.214,0.993,12.428
Germany,1991,80.4,2460.8,30.618,5.388,75.56,65.64,1.86,-0.186,1.674,20.831
Germany,1992,80.8,2508.1,31.03,5.46,75.89,65.88,0.864,-0.174,0.69,8.537
Germany,1993,81.2,2483.6,30.572,5.38,76.08,66.01,1.675,-0.086,1.589,19.558
Germany,1994,81.5,2543.0,31.186,5.488,76.36,66.21,1.671,0.077,1.748,21.443
Germany,1995,81.8,2582.3,31.58,5.557,76.63,66.42,1.6,0.077,1.677,20.512
Germany,1996,81.9,2603.1,31.77,5.591,76.9,66.64,2.259,0.2,2.459,30.011
Germany,1997,82.0,2649.7,32.295,5.683,77.26,66.93,2.098,0.217,2.315,28.22
Germany,1998,82.1,2703.1,32.915,5.792,77.6,67.2,2.019,0.166,2.185,26.609
Germany,1999,82.2,2754.1,33.502,5.896,77.89,67.42,2.071,0.104,2.175,26.452
Germany,2000,82.3,2834.3,34.432,6.059,78.19,67.65,1.909,-0.007,1.902,23.112
Germany,2001,82.4,2882.0,34.964,6.153,78.47,67.86,0.548,-0.084,0.464,5.635
Germany,2002,82.5,2876.3,34.863,6.135,78.57,67.92,0.942,-0.148,0.794,9.619
Germany,2003,82.5,2856.2,34.61,6.091,78.71,68.01,3.158,0.018,3.176,38.482
Germany,2004,82.5,2889.7,35.026,6.164,79.15,68.33,2.04,0.047,2.087,25.302
Germany,2005,82.4,2910.9,35.315,6.215,79.45,68.55,1.732,0.084,1.816,22.03
Germany,2006,82.3,3022.0,36.716,6.461,79.71,68.75,1.088,0.021,1.108,13.465
Germany,2007,82.2,3111.9,37.878,6.666,79.86,68.86,0.648,-0.015,0.632,7.698
Germany,2008,82.0,3141.8,38.325,6.744,79.98,68.96,1.001,-0.027,0.974,11.887
Germany,2009,81.8,2962.9,36.224,6.375,80.12,69.05,1.475,-0.034,1.441,17.614
Germany,2010,81.7,3086.7,37.8,6.652,80.33,69.2,1.29,-0.207,1.083,13.268
Germany,2011,81.6,3207.9,39.318,6.919,80.51,69.31,0.604,-0.409,0.195,2.389
Germany,2012,81.7,3221.3,39.428,6.938,80.64,69.39,-0.081,-0.513,-0.595,-7.278
Germany,2013,82.0,3235.4,39.468,6.946,80.65,69.38,1.732,-0.39,1.343,16.381
Germany,2014,82.4,3306.9,40.129,7.062,80.86,69.51,-1.009,-0.339,-1.348,-16.357
Germany,2015,82.9,3356.2,40.475,7.123,80.74,69.41,0.67,-0.178,0.491,5.924
Germany,2016,83.5,3431.1,41.103,7.233,80.8,69.44,1.079,-0.156,0.923,11.063
Germany,2017,84.1,3523.0,41.883,7.37,80.96,69.55,0.502,-0.063,0.439,5.216
Germany,2018,84.6,3561.3,42.089,7.407,81.02,69.59,0.333,-0.01,0.323,3.821
Germany,2019,84.9,3598.9,42.383,7.458,81.07,69.62,0.0,0.0,0.0,0.0
India,1990,855.6,465.2,0.544,0.096,56.22,48.18,0.057,-0.008,0.048,0.057
India,1991,871.6,470.2,0.539,0.095,56.5,48.42,0.195,0.02,0.215,0.247
India,1992,887.9,495.9,0.559,0.098,56.78,48.65,0.773,0.039,0.813,0.915
India,1993,904.6,519.5,0.574,0.101,57.45,49.18,0.874,0.066,0.941,1.04
India,1994,921.8,554.1,0.601,0.106,58.12,49.71,0.812,0.118,0.93,1.009
India,1995,939.5,596.1,0.634,0.112,58.67,50.16,0.266,0.148,0.414,0.441
India,1996,957.6,641.1,0.669,0.118,59.04,50.49,-0.674,0.243,-0.431,-0.451
India,1997,976.0,667.0,0.683,0.12,58.95,50.49,0.243,0.275,0.518,0.531
India,1998,994.4,708.3,0.712,0.125,59.21,50.74,0.784,0.242,1.027,1.033
India,1999,1013.1,770.9,0.761,0.134,59.7,51.14,0.649,0.162,0.811,0.801
India,2000,1032.0,800.5,0.776,0.137,60.12,51.5,0.514,0.103,0.618,0.598
India,2001,1051.1,839.2,0.798,0.14,60.51,51.84,1.068,0.186,1.255,1.194
India,2002,1070.5,871.1,0.814,0.143,61.05,52.29,1.536,0.188,1.724,1.61
India,2003,1090.2,939.5,0.862,0.152,61.75,52.86,2.023,0.221,2.245,2.059
India,2004,1110.4,1014.0,0.913,0.161,62.52,53.44,0.259,0.212,0.472,0.425
India,2005,1130.8,1094.3,0.968,0.17,62.79,53.69,0.149,0.268,0.417,0.369
India,2006,1151.2,1182.5,1.027,0.181,63.07,53.97,0.306,0.388,0.694,0.603
India,2007,1171.5,1273.1,1.087,0.191,63.38,54.27,0.385,0.435,0.82,0.7
India,2008,1191.5,1312.4,1.101,0.194,63.67,54.56,2.347,0.384,2.731,2.292
India,2009,1211.5,1415.6,1.168,0.206,64.47,55.2,1.317,0.245,1.562,1.29
India,2010,1231.4,1535.9,1.247,0.22,64.99,55.61,0.561,0.173,0.734,0.596
India,2011,1250.8,1616.4,1.292,0.227,65.32,55.89,1.357,0.227,1.584,1.267
India,2012,1269.9,1704.6,1.342,0.236,65.81,56.31,1.009,0.245,1.254,0.987
India,2013,1288.5,1813.5,1.407,0.248,66.19,56.66,2.217,0.227,2.444,1.897
India,2014,1306.8,1947.8,1.491,0.262,66.91,57.27,0.882,0.159,1.041,0.797
India,2015,1324.6,2103.6,1.588,0.279,67.35,57.63,1.689,0.165,1.854,1.4
India,2016,1342.0,2277.3,1.697,0.299,68.13,58.28,1.397,0.097,1.493,1.113
India,2017,1358.8,2432.0,1.79,0.315,68.61,58.67,0.48,0.04,0.52,0.383
India,2018,1375.0,2590.9,1.884,0.332,68.8,58.83,1.35,0.129,1.479,1.076
India,2019,1390.7,2695.6,1.938,0.341,69.17,59.14,0.0,0.0,0.0,0.0
Indonesia,1990,185.4,269.9,1.456,0.256,61.15,53.38,0.177,0.045,0.222,1.197
Indonesia,1991,188.3,288.6,1.533,0.27,61.69,53.86,0.143,0.042,0.185,0.984
Indonesia,1992,191.2,307.3,1.608,0.283,62.19,54.31,0.159,0.043,0.202,1.058
Indonesia,1993,194.0,327.3,1.687,0.297,62.65,54.72,0.165,0.034,0.2,1.028
Indonesia,1994,196.8,352.0,1.788,0.315,63.08,55.1,0.17,0.042,0.211,1.074
Indonesia,1995,199.7,380.9,1.908,0.336,63.51,55.48,0.166,0.005,0.172,0.861
Indonesia,1996,202.5,410.7,2.028,0.357,63.96,55.87,0.1,0.012,0.112,0.553
Indonesia,1997,205.3,430.0,2.095,0.369,64.31,56.17,0.057,0.015,0.072,0.352
Indonesia,1998,208.0,373.5,1.795,0.316,64.54,56.38,0.033,0.017,0.05,0.24
Indonesia,1999,210.8,376.5,1.786,0.314,64.8,56.62,0.078,0.034,0.112,0.529
Indonesia,2000,213.6,395.0,1.849,0.325,65.14,56.93,0.103,0.063,0.166,0.778
Indonesia,2001,216.4,409.4,1.892,0.333,65.41,57.19,0.088,0.108,0.196,0.905
Indonesia,2002,219.2,427.8,1.952,0.343,65.67,57.47,0.088,0.112,0.2,0.913
Indonesia,2003,222.0,448.3,2.019,0.355,65.92,57.74,-1.734,0.064,-1.67,-7.519
Indonesia,2004,224.7,470.8,2.095,0.369,64.48,56.6,1.99,0.083,2.073,9.226
Indonesia,2005,227.4,497.6,2.188,0.385,66.49,58.31,0.018,0.048,0.066,0.291
Indonesia,2006,230.2,525.0,2.281,0.401,66.69,58.51,0.203,0.071,0.275,1.194
Indonesia,2007,232.9,558.3,2.397,0.422,67.03,58.83,0.167,0.073,0.24,1.031
Indonesia,2008,235.5,591.9,2.513,0.442,67.31,59.1,0.165,0.064,0.229,0.971
Indonesia,2009,238.2,619.3,2.6,0.458,67.56,59.34,0.234,0.037,0.271,1.139
Indonesia,2010,240.7,657.8,2.733,0.481,67.88,59.63,0.266,0.009,0.276,1.146
Indonesia,2011,243.2,698.4,2.872,0.505,68.23,59.92,0.272,-0.008,0.264,1.085
Indonesia,2012,245.6,740.5,3.016,0.531,68.51,60.16,0.294,-0.011,0.283,1.151
Indonesia,2013,247.9,781.7,3.154,0.555,68.75,60.35,0.306,-0.01,0.296,1.194
Indonesia,2014,250.0,820.8,3.283,0.578,69.01,60.58,0.327,-0.002,0.325,1.3
Indonesia,2015,252.1,860.9,3.414,0.601,69.25,60.77,0.365,-0.003,0.363,1.439
Indonesia,2016,254.1,904.2,3.558,0.626,69.57,61.04,0.354,-0.013,0.342,1.344
Indonesia,2017,256.0,950.0,3.711,0.653,69.8,61.22,0.329,-0.081,0.248,0.97
Indonesia,2018,257.8,999.2,3.876,0.682,70.05,61.41,0.547,-0.154,0.393,1.526
Indonesia,2019,259.5,1049.3,4.044,0.712,70.38,61.65,0.0,0.0,0.0,0.0
Iran (Islamic Republic of),1990,58.5,187.9,3.21,0.565,64.13,55.57,0.841,0.044,0.884,15.105
Iran (Islamic Republic of),1991,58.9,211.2,3.583,0.63,66.22,57.3,0.119,0.03,0.149,2.523
Iran (Islamic Republic of),1992,58.8,217.2,3.696,0.65,66.63,57.67,0.092,0.026,0.118,2.004
Iran (Islamic Republic of),1993,59.4,219.5,3.696,0.65,67.07,58.06,0.122,0.028,0.15,2.529
Iran (Islamic Republic of),1994,60.4,216.2,3.58,0.63,67.55,58.49,0.108,0.024,0.132,2.184
Iran (Islamic Republic of),1995,61.4,221.2,3.6,0.633,67.97,58.85,0.106,0.018,0.124,2.016
Iran (Islamic Republic of),1996,62.5,232.7,3.72,0.655,68.39,59.22,0.04,0.017,0.058,0.922
Iran (Islamic Republic of),1997,63.7,233.8,3.668,0.646,68.67,59.47,0.157,0.026,0.183,2.871
Iran (Islamic Republic of),1998,65.0,238.9,3.674,0.647,69.18,59.91,0.094,0.021,0.115,1.761
Iran (Islamic Republic of),1999,66.3,241.1,3.639,0.64,69.55,60.24,0.111,0.013,0.123,1.86
Iran (Islamic Republic of),2000,67.3,255.1,3.791,0.667,69.94,60.57,0.092,-0.002,0.09,1.34
Iran (Islamic Republic of),2001,68.2,257.3,3.773,0.664,70.28,60.85,0.119,-0.005,0.115,1.681
Iran (Islamic Republic of),2002,69.2,276.1,3.992,0.702,70.68,61.17,-0.455,-0.06,-0.514,-7.435
Iran (Islamic Republic of),2003,70.2,300.1,4.272,0.752,70.05,60.62,0.816,0.003,0.819,11.66
Iran (Islamic Republic of),2004,71.2,313.3,4.4,0.774,71.48,61.78,0.224,-0.009,0.215,3.017
Iran (Islamic Republic of),2005,72.0,323.3,4.487,0.79,71.93,62.12,0.247,-0.006,0.242,3.353
Iran (Islamic Republic of),2006,72.9,339.4,4.653,0.819,72.4,62.49,0.298,-0.008,0.29,3.976
Iran (Islamic Republic of),2007,73.9,367.1,4.967,0.874,72.91,62.88,0.298,-0.01,0.288,3.897
Iran (Islamic Republic of),2008,74.9,368.0,4.914,0.865,73.36,63.23,0.253,-0.009,0.244,3.251
Iran (Islamic Republic of),2009,75.8,371.8,4.905,0.863,73.76,63.53,0.249,-0.008,0.241,3.177
Iran (Islamic Republic of),2010,76.6,393.3,5.136,0.904,74.14,63.82,0.251,-0.007,0.244,3.189
Iran (Islamic Republic of),2011,77.4,403.7,5.216,0.918,74.53,64.12,0.187,-0.003,0.184,2.378
Iran (Islamic Republic of),2012,78.3,373.7,4.773,0.84,74.85,64.37,0.074,0.0,0.075,0.952
Iran (Islamic Republic of),2013,79.2,372.9,4.707,0.828,75.11,64.59,0.036,0.0,0.036,0.459
Iran (Islamic Republic of),2014,80.1,390.1,4.868,0.857,75.45,64.87,-0.038,-0.003,-0.041,-0.517
Iran (Islamic Republic of),2015,81.0,385.0,4.753,0.836,75.8,65.19,0.097,0.004,0.101,1.247
Iran (Islamic Republic of),2016,81.9,436.5,5.333,0.938,76.4,65.7,0.08,-0.001,0.079,0.965
Iran (Islamic Republic of),2017,82.7,452.9,5.476,0.964,76.73,65.97,0.158,-0.012,0.147,1.776
Iran (Islamic Republic of),2018,83.5,425.6,5.096,0.897,77.04,66.22,0.109,-0.004,0.105,1.257
Iran (Islamic Republic of),2019,84.3,396.7,4.706,0.828,77.3,66.42,0.0,0.0,0.0,0.0
Israel,1990,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Israel,1991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Israel,1992,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Israel,1993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Israel,1994,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Israel,1995,5.7,139.6,24.602,4.329,77.45,67.47,0.058,-0.004,0.054,9.517
Israel,1996,5.8,148.0,25.439,4.477,77.64,67.61,0.073,0.004,0.078,13.334
Israel,1997,6.0,153.8,25.798,4.54,77.88,67.81,0.05,0.005,0.055,9.23
Israel,1998,6.1,160.3,26.251,4.62,78.1,68.0,0.098,0.006,0.104,17.031
Israel,1999,6.2,166.0,26.566,4.675,78.38,68.23,0.083,0.002,0.085,13.588
Israel,2000,6.4,180.8,28.278,4.976,78.59,68.38,0.095,-0.004,0.091,14.241
Israel,2001,6.5,181.0,27.688,4.872,78.76,68.48,-0.006,-0.009,-0.015,-2.277
Israel,2002,6.7,180.6,27.04,4.758,78.62,68.33,0.186,-0.001,0.184,27.557
Israel,2003,6.8,182.7,26.772,4.711,79.22,68.81,0.153,0.0,0.153,22.442
Israel,2004,7.0,191.7,27.513,4.842,79.65,69.14,0.137,-0.0,0.136,19.589
Israel,2005,7.1,199.7,28.088,4.943,80.05,69.45,0.09,-0.007,0.083,11.719
Israel,2006,7.3,211.2,29.129,5.126,80.2,69.53,0.132,-0.006,0.126,17.387
Israel,2007,7.4,224.1,30.302,5.332,80.57,69.82,0.137,-0.009,0.128,17.333
Israel,2008,7.5,231.8,30.736,5.409,80.79,69.95,0.189,-0.003,0.186,24.639
Israel,2009,7.7,234.5,30.475,5.363,81.19,70.24,0.21,0.012,0.222,28.834
Israel,2010,7.8,247.8,31.573,5.556,81.73,70.68,0.049,0.015,0.064,8.159
Israel,2011,8.0,261.5,32.676,5.75,81.85,70.79,0.12,0.028,0.148,18.478
Israel,2012,8.2,268.9,32.954,5.799,82.08,70.99,0.113,0.03,0.143,17.571
Israel,2013,8.3,281.8,33.873,5.961,82.31,71.2,-0.136,0.014,-0.122,-14.714
Israel,2014,8.5,293.4,34.609,6.09,81.81,70.77,0.291,0.035,0.326,38.476
Israel,2015,8.6,300.1,34.738,6.113,82.56,71.43,0.133,0.048,0.181,20.978
Israel,2016,8.8,313.5,35.61,6.267,82.77,71.61,0.04,0.043,0.083,9.45
Israel,2017,9.0,327.2,36.47,6.418,82.85,71.72,-0.06,-0.004,-0.064,-7.182
Israel,2018,9.1,340.2,37.218,6.55,82.79,71.67,0.019,-0.025,-0.006,-0.687
Israel,2019,9.3,353.1,37.925,6.674,82.85,71.7,0.0,0.0,0.0,0.0
Italy,1990,56.8,1558.6,27.441,4.829,76.76,66.01,0.445,0.136,0.581,10.238
Italy,1991,56.8,1582.6,27.882,4.907,76.85,66.09,1.071,0.152,1.222,21.537
Italy,1992,56.7,1595.8,28.139,4.952,77.13,66.31,0.816,0.147,0.963,16.984
Italy,1993,56.6,1582.2,27.93,4.915,77.41,66.54,0.612,0.142,0.754,13.309
Italy,1994,56.6,1616.2,28.569,5.028,77.63,66.72,0.959,0.193,1.152,20.359
Italy,1995,56.5,1662.9,29.431,5.179,77.89,66.94,1.044,0.175,1.219,21.577
Italy,1996,56.5,1683.9,29.828,5.249,78.18,67.18,0.983,0.217,1.2,21.256
Italy,1997,56.4,1714.8,30.381,5.346,78.5,67.46,0.417,0.206,0.623,11.039
Italy,1998,56.5,1745.8,30.919,5.441,78.68,67.64,1.221,0.244,1.465,25.95
Italy,1999,56.5,1774.2,31.384,5.523,79.01,67.92,1.509,0.231,1.74,30.783
Italy,2000,56.7,1841.4,32.497,5.719,79.39,68.24,1.362,0.157,1.519,26.805
Italy,2001,56.9,1877.3,33.017,5.81,79.7,68.49,0.842,0.095,0.938,16.492
Italy,2002,57.1,1882.1,32.955,5.799,79.92,68.68,0.344,0.008,0.352,6.164
Italy,2003,57.4,1884.7,32.815,5.775,80.05,68.8,2.143,0.141,2.284,39.763
Italy,2004,57.9,1911.5,33.038,5.814,80.53,69.17,1.057,0.16,1.217,21.042
Italy,2005,58.3,1927.2,33.046,5.815,80.79,69.39,1.284,0.26,1.544,26.479
Italy,2006,58.8,1961.7,33.386,5.875,81.08,69.62,0.813,0.306,1.119,19.043
Italy,2007,59.2,1990.8,33.634,5.919,81.27,69.8,0.683,0.313,0.996,16.831
Italy,2008,59.6,1971.7,33.072,5.82,81.44,69.96,0.706,0.273,0.979,16.426
Italy,2009,60.0,1867.6,31.122,5.477,81.6,70.11,1.175,0.202,1.377,22.946
Italy,2010,60.3,1899.6,31.487,5.541,81.91,70.36,0.56,0.181,0.74,12.274
Italy,2011,60.6,1913.0,31.585,5.558,82.06,70.49,0.532,0.284,0.816,13.467
Italy,2012,60.7,1856.0,30.57,5.38,82.19,70.64,1.069,0.314,1.383,22.779
Italy,2013,60.8,1821.8,29.972,5.274,82.45,70.86,0.795,0.26,1.054,17.347
Italy,2014,60.8,1821.7,29.963,5.273,82.66,71.05,-0.382,0.077,-0.305,-5.011
Italy,2015,60.8,1835.9,30.212,5.317,82.58,71.02,1.223,-0.107,1.116,18.369
Italy,2016,60.7,1859.6,30.641,5.392,82.87,71.2,0.3,-0.203,0.097,1.597
Italy,2017,60.6,1890.7,31.203,5.491,82.95,71.23,-0.155,-0.292,-0.447,-7.37
Italy,2018,60.5,1908.2,31.558,5.553,82.93,71.17,0.08,-0.491,-0.411,-6.797
Italy,2019,60.3,1916.0,31.767,5.59,82.96,71.12,0.0,0.0,0.0,0.0
Japan,1990,125.9,3520.2,27.967,4.922,79.21,69.3,1.367,0.579,1.946,15.46
Japan,1991,126.3,3640.5,28.833,5.074,79.39,69.47,1.18,0.537,1.717,13.6
Japan,1992,126.6,3671.3,28.991,5.102,79.52,69.6,1.538,0.479,2.017,15.932
Japan,1993,127.0,3652.3,28.761,5.061,79.7,69.76,2.603,0.43,3.033,23.884
Japan,1994,127.3,3688.6,28.967,5.098,80.0,70.01,0.36,0.297,0.656,5.155
Japan,1995,127.7,3785.6,29.653,5.218,80.05,70.07,4.151,0.154,4.305,33.722
Japan,1996,128.0,3904.3,30.511,5.369,80.53,70.43,2.69,-0.062,2.628,20.536
Japan,1997,128.3,3942.6,30.738,5.409,80.82,70.64,0.489,-0.211,0.278,2.168
Japan,1998,128.5,3892.5,30.281,5.329,80.86,70.65,0.883,-0.142,0.741,5.765
Japan,1999,128.8,3879.5,30.122,5.301,80.99,70.74,3.713,0.102,3.815,29.62
Japan,2000,129.0,3986.8,30.898,5.437,81.41,71.05,3.111,0.23,3.341,25.893
Japan,2001,129.3,4002.1,30.963,5.449,81.75,71.32,2.531,0.259,2.79,21.582
Japan,2002,129.5,4003.8,30.927,5.442,82.02,71.54,1.096,0.207,1.303,10.063
Japan,2003,129.6,4065.3,31.36,5.519,82.14,71.65,1.46,0.25,1.71,13.192
Japan,2004,129.8,4154.2,32.014,5.634,82.31,71.79,0.349,0.214,0.563,4.336
Japan,2005,129.8,4229.1,32.57,5.731,82.36,71.85,2.315,0.404,2.719,20.941
Japan,2006,129.9,4287.1,32.998,5.807,82.6,72.05,1.732,0.573,2.305,17.745
Japan,2007,130.0,4350.8,33.468,5.89,82.79,72.22,1.529,0.638,2.167,16.671
Japan,2008,130.0,4297.5,33.045,5.815,82.94,72.38,1.683,0.544,2.227,17.121
Japan,2009,130.1,4052.8,31.159,5.483,83.13,72.54,0.508,0.255,0.763,5.867
Japan,2010,130.0,4218.9,32.441,5.709,83.2,72.62,-1.149,-0.099,-1.248,-9.597
Japan,2011,130.0,4219.9,32.471,5.714,83.07,72.52,3.586,-0.143,3.442,26.489
Japan,2012,129.8,4277.9,32.952,5.799,83.49,72.83,2.088,-0.284,1.804,13.897
Japan,2013,129.7,4363.7,33.656,5.923,83.72,72.99,2.257,-0.273,1.984,15.304
Japan,2014,129.5,4376.6,33.808,5.949,83.96,73.15,2.209,-0.123,2.085,16.106
Japan,2015,129.2,4444.9,34.397,6.053,84.21,73.32,1.427,-0.225,1.203,9.306
Japan,2016,128.9,4478.4,34.732,6.112,84.36,73.42,2.249,-0.142,2.107,16.343
Japan,2017,128.6,4553.5,35.405,6.23,84.6,73.58,0.357,0.593,0.95,7.386
Japan,2018,128.2,4578.9,35.709,6.284,84.63,73.64,0.167,1.273,1.44,11.228
Japan,2019,127.8,4591.3,35.929,6.323,84.66,73.74,0.0,0.0,0.0,0.0
Kenya,1990,23.2,30.4,1.312,0.231,59.1,51.6,-0.094,-0.015,-0.109,-4.69
Kenya,1991,23.9,30.9,1.29,0.227,58.24,50.83,-0.115,-0.016,-0.131,-5.48
Kenya,1992,24.7,30.6,1.241,0.218,57.16,49.89,-0.119,-0.015,-0.135,-5.45
Kenya,1993,25.4,30.7,1.208,0.213,56.12,48.98,-0.119,-0.014,-0.133,-5.219
Kenya,1994,26.2,31.5,1.203,0.212,55.09,48.08,-0.102,-0.012,-0.114,-4.356
Kenya,1995,27.0,32.9,1.22,0.215,54.35,47.44,-0.102,-0.012,-0.114,-4.225
Kenya,1996,27.8,34.3,1.235,0.217,53.66,46.84,-0.1,-0.01,-0.11,-3.973
Kenya,1997,28.6,34.5,1.206,0.212,53.01,46.28,-0.075,-0.007,-0.082,-2.856
Kenya,1998,29.4,35.6,1.211,0.213,52.62,45.95,-0.043,-0.004,-0.047,-1.603
Kenya,1999,30.2,36.4,1.205,0.212,52.51,45.87,-0.032,-0.001,-0.032,-1.075
Kenya,2000,31.1,36.6,1.179,0.207,52.59,45.95,-0.006,0.003,-0.003,-0.09
Kenya,2001,31.9,38.0,1.19,0.209,52.77,46.13,-0.004,0.007,0.004,0.111
Kenya,2002,32.8,38.2,1.165,0.205,52.96,46.33,0.008,0.01,0.018,0.536
Kenya,2003,33.7,39.3,1.166,0.205,53.22,46.6,0.056,0.013,0.069,2.052
Kenya,2004,34.7,41.4,1.193,0.21,53.78,47.12,0.103,0.014,0.117,3.379
Kenya,2005,35.6,43.8,1.23,0.216,54.6,47.84,0.143,0.021,0.164,4.602
Kenya,2006,36.6,46.6,1.275,0.224,55.59,48.72,0.159,0.028,0.187,5.1
Kenya,2007,37.6,49.8,1.326,0.233,56.68,49.69,0.134,0.029,0.163,4.336
Kenya,2008,38.6,49.9,1.294,0.228,57.58,50.51,0.154,0.034,0.188,4.867
Kenya,2009,39.6,51.6,1.302,0.229,58.56,51.4,0.133,0.019,0.153,3.849
Kenya,2010,40.7,55.7,1.37,0.241,59.43,52.17,0.128,0.015,0.143,3.525
Kenya,2011,41.7,58.6,1.404,0.247,60.23,52.86,0.119,0.01,0.129,3.1
Kenya,2012,42.8,61.3,1.432,0.252,60.94,53.48,0.093,0.006,0.1,2.333
Kenya,2013,43.9,63.6,1.45,0.255,61.53,53.98,0.1,0.006,0.106,2.412
Kenya,2014,44.9,66.8,1.487,0.262,62.13,54.49,0.126,0.01,0.136,3.038
Kenya,2015,46.0,70.1,1.525,0.268,62.84,55.1,0.137,0.002,0.139,3.027
Kenya,2016,47.1,73.1,1.553,0.273,63.57,55.71,0.107,-0.001,0.106,2.255
Kenya,2017,48.1,75.9,1.577,0.277,64.19,56.22,0.08,0.003,0.083,1.724
Kenya,2018,49.2,80.1,1.63,0.287,64.69,56.64,0.064,0.01,0.075,1.521
